date       time    	Air_Temp	Barometric_Press	Dew_Point	Relative_Humidity	Wind_Dir	Wind_Gust	Wind_Speed
2012_11_01 23:16:02	50.7	27.9	44.3	78.4	87.2	19	9.4
2012_11_01 23:22:14	50.6	27.9	44.7	80	117.6	19	7.2
2012_11_01 23:28:25	50.2	27.9	44.7	81.4	122.6	19	6.2
2012_11_01 23:34:37	50.1	27.9	44.8	81.8	129.4	13	6.8
2012_11_01 23:40:48	50.1	27.9	44.9	82.4	100.4	15	9
2012_11_01 23:46:59	50.1	27.9	45.1	83	63	15	5.8
2012_11_01 23:53:12	49.9	27.9	45.5	84.6	53.2	15	5.4
2012_11_02 00:00:23	49.4	27.9	44.8	84	50.2	15	2.2
2012_11_02 00:06:39	49.3	27.9	45.3	85.8	57.6	8	6.6
2012_11_02 00:12:51	49.6	27.9	45.6	86	63.6	12	7.8
2012_11_02 00:19:01	49.7	27.9	45.7	86.2	77.6	12	3.8
2012_11_02 00:25:12	49.7	27.9	44.9	83.4	135.4	15	8.4
2012_11_02 00:32:22	49.8	27.9	44.7	82.6	118.2	15	3.6
2012_11_02 00:38:33	50	27.9	45.1	83.2	128	18	13.4
2012_11_02 00:44:45	50.1	27.9	44.9	82.2	128.8	20	13
2012_11_02 00:51:02	50.3	27.9	44.9	81.6	132.6	20	11.6
2012_11_02 00:57:24	50.3	27.9	44.8	81.2	136.8	20	4.2
2012_11_02 01:03:48	50.3	27.9	44.7	81	135.8	20	8.6
2012_11_02 04:11:19	49.1	27.9	45.3	86.6	87	13	10.2
2012_11_02 04:17:39	49.1	27.9	45.3	86.6	88	13	9.6
2012_11_02 04:23:59	49.1	27.9	45.1	86	88	13	9.2
2012_11_02 04:30:18	49	27.9	45.1	86.2	88	13	9.2
2012_11_02 04:36:37	49.1	27.9	45	85.6	88	11	9.2
2012_11_02 04:42:57	49.2	27.9	44.9	85.2	88	11	5
2012_11_02 04:49:15	49.2	27.9	44.7	84.6	88	11	5.6
2012_11_02 04:55:34	49.2	27.9	44.8	84.8	88	11	6.2
2012_11_02 05:01:53	49.2	27.9	44.9	85	88	11	6.4
2012_11_02 05:08:12	49.1	27.9	45.4	86.8	88	8	7
2012_11_02 05:14:34	48.8	27.9	45.4	87.8	88	8	5.8
2012_11_02 05:20:54	48.6	27.9	45.1	87.6	88	8	5.6
2012_11_02 05:27:14	48.6	27.9	45.1	87.8	88	8	4.2
2012_11_02 05:33:34	48.6	27.9	45	87.4	88	8	6.2
2012_11_02 05:39:53	48.5	27.9	45.1	88	88	10	6.8
2012_11_02 05:46:17	48.5	27.9	45.1	88	88	10	6.6
2012_11_02 05:52:39	48.5	27.9	45.1	87.8	88	10	5.6
2012_11_02 05:58:58	48.6	27.9	45	87.6	88	10	3.4
2012_11_02 06:05:18	48.4	27.9	44.7	87	88	3	1.8
2012_11_02 06:11:37	48.3	27.9	44.6	87	88	3	0
2012_11_02 06:17:56	48.3	27.9	44.6	87	88.2	3	0
2012_11_02 06:24:15	48.4	27.9	44.7	87	88	3	0
2012_11_02 06:30:34	48.5	27.9	44.9	87.4	88	3	0
2012_11_02 06:49:31	48.5	27.9	44.6	86.4	88	1	0.2
2012_11_02 06:55:49	48.4	27.9	44.4	86	88	1	0
2012_11_02 07:02:08	48.4	27.9	44.3	85.8	88.2	1	0
2012_11_02 07:21:05	48.5	27.9	44.7	86.6	88.8	1	0
2012_11_02 07:28:25	48.3	27.9	44.8	87.6	88.8	1	0
2012_11_02 07:41:05	48	27.9	44.8	88.6	88.8	7	1.2
2012_11_02 07:47:24	47.9	27.9	44.5	88	89	8	6.6
2012_11_02 07:53:44	48.1	28	44.9	88.6	89	8	3.8
2012_11_02 08:00:03	48.2	27.9	44.5	87	88.8	8	0
2012_11_02 08:26:22	49	28	45.4	87.6	90	7	3.6
2012_11_02 08:32:43	49.1	28	45.6	87.6	91	8	4.2
2012_11_02 08:39:04	49.1	28	45.4	87	91	6	5
2012_11_02 08:45:24	48.9	28	45.2	87	91.4	6	0
2012_11_02 08:51:44	48.8	28	45.2	87.4	91.6	6	3
2012_11_02 08:58:05	48.6	28	45.2	88	91	6	3.2
2012_11_02 09:04:24	48.6	28	45.2	88	91.4	4	0.4
2012_11_02 09:10:43	48.5	28	45	87.6	91.6	4	0
2012_11_02 09:17:04	48.5	28	44.8	87	91.8	4	0
2012_11_02 09:24:26	48.7	28	44.9	86.8	91.6	4	0
2012_11_02 09:30:48	48.8	28	45.1	87	92	4	0
2012_11_02 18:30:30	49.5	27.9	46.6	89.6	92	8	6.8
2012_11_02 18:36:42	49.6	27.9	46.8	90.2	92	8	6.2
2012_11_02 18:42:53	49.6	27.9	46.8	90	92.8	8	7.2
2012_11_02 18:49:03	49.6	27.9	46.8	90.2	94	8	6
2012_11_02 18:55:13	49.8	27.9	47.3	91	94	8	5.6
2012_11_02 19:01:24	49.8	27.9	47	90	94	8	5
2012_11_02 19:07:35	49.9	27.9	47	89.6	94	7	5.6
2012_11_02 19:13:47	49.8	27.9	47	90	94	7	4.2
2012_11_02 19:19:57	49.5	27.9	46.8	90.2	94	7	4.8
2012_11_02 19:26:08	49.5	27.9	46.7	90.2	94	7	4.4
2012_11_02 19:32:19	49.6	27.9	46.9	90.2	94	7	4.6
2012_11_02 19:38:32	49.6	27.9	46.8	90	94	6	3.6
2012_11_02 19:44:42	49.5	27.9	46.9	90.8	94	6	4.2
2012_11_02 19:50:55	49.4	27.9	46.7	90.2	94.2	6	4.4
2012_11_02 19:57:06	49.3	27.9	46.5	90	94	6	5
2012_11_02 20:03:17	49.3	27.9	46.6	90.4	94	7	5.8
2012_11_02 20:09:27	49.2	27.9	46.5	90.2	94	7	6.6
2012_11_02 20:15:38	49.4	27.9	46.8	90.6	94.2	8	6.8
2012_11_02 20:21:48	49.4	27.9	46.7	90.2	94	8	6
2012_11_02 20:27:59	49.5	27.9	46.8	90.2	94.4	8	5.2
2012_11_02 20:34:09	49.5	27.9	46.7	90	94.6	8	5.2
2012_11_02 20:42:20	49.5	27.9	46.6	89.8	94.8	6	4.4
2012_11_02 20:48:32	49.5	27.9	46.4	89	94	6	3.8
2012_11_02 20:54:42	49.6	27.9	46.5	89	94	6	3.4
2012_11_02 21:00:53	49.6	27.9	46.3	88.4	94	6	1.4
2012_11_02 21:07:05	49.6	27.9	46.4	88.8	94	5	3.4
2012_11_02 21:13:15	49.6	27.9	46.9	90.2	94.6	7	4.6
2012_11_02 21:19:27	49.7	27.9	46.7	89.6	95	7	3.6
2012_11_02 21:25:38	49.6	27.9	46.5	89	95	7	4.2
2012_11_02 21:31:50	49.5	27.9	46.4	89	94.8	7	3.4
2012_11_02 21:38:03	49.5	27.9	46.4	89	95	6	4
2012_11_02 21:44:13	49.5	27.9	46.4	89	95	6	4.2
2012_11_02 21:50:25	49.4	27.9	46.4	89.4	95	8	5.6
2012_11_02 21:56:37	49.4	27.9	46.3	89	95	8	4.4
2012_11_02 22:02:48	49.4	27.9	46.4	89.2	95	8	5.6
2012_11_02 22:08:59	49.4	27.9	46.2	88.4	95	7	4.2
2012_11_02 22:15:11	49.4	27.9	46.4	89.2	94.8	7	3.6
2012_11_02 22:21:25	49.3	27.9	46.5	89.8	95	7	0.6
2012_11_02 22:27:35	48.9	27.9	46.3	90.6	95	7	3.6
2012_11_02 22:33:47	48.5	27.9	46.1	91.6	95	7	4
2012_11_02 22:39:58	48.3	27.9	46.1	92	94.8	6	5
2012_11_02 22:46:09	48.4	27.9	46.2	92	94.8	6	4
2012_11_02 22:53:21	48.3	27.9	46	91.4	94.8	6	5.2
2012_11_02 22:59:33	48.3	27.9	45.8	91	94.8	7	6.2
2012_11_02 23:05:43	48	27.9	45.5	91.2	94	7	6
2012_11_02 23:11:53	48.1	27.9	45.7	91.4	94	7	6.2
2012_11_02 23:18:04	48.2	27.9	45.6	90.6	94	7	5.8
2012_11_02 23:24:16	48.5	27.9	45.7	89.8	93.8	8	6.8
2012_11_02 23:30:29	48.6	27.9	45.5	89	15	8	5
2012_11_02 23:36:39	48.5	27.9	45.4	89	15.8	6	5.2
2012_11_02 23:42:49	48.7	27.9	45.6	89	17	7	6
2012_11_02 23:49:00	48.6	27.9	45.4	88.8	17	7	6
2012_11_02 23:55:12	48.6	27.9	45.4	88.8	17	7	5
2012_11_03 00:02:25	48.5	27.9	45.6	89.6	24.8	7	4.4
2012_11_03 00:08:40	48.4	27.9	45.6	90	20	8	6.4
2012_11_03 00:14:51	48.5	27.9	45.4	89	12.6	8	6.6
2012_11_03 00:21:03	48.4	27.9	45.1	88.4	14	8	6.8
2012_11_03 00:27:14	48.2	27.9	45	88.8	17	9	6.2
2012_11_03 00:35:24	48	27.9	45.1	89.4	15	9	6.8
2012_11_03 00:41:35	47.9	27.9	45	89.6	13.6	8	5.8
2012_11_03 00:47:45	47.9	27.9	45.1	90	81.4	9	6.4
2012_11_03 00:53:56	48.1	27.9	45.1	89.6	149.8	9	7.2
2012_11_03 01:00:08	48.1	27.9	45.1	89.6	149.4	11	8.8
2012_11_03 01:08:21	47.9	27.9	45	89.6	299.6	10	8.8
2012_11_03 01:14:32	47.8	27.9	44.9	89.6	207.8	10	8.4
2012_11_03 01:20:42	47.7	27.9	44.8	89.6	208.2	10	7.2
2012_11_03 01:26:52	47.7	27.9	45	90.2	208.8	10	6.8
2012_11_03 01:33:03	47.8	27.9	45.1	90.4	329.8	10	7
2012_11_03 01:39:13	47.8	27.9	45.1	90.4	360	9	7
2012_11_03 01:45:24	47.7	27.9	45	90.2	268.6	9	6.8
2012_11_03 01:51:36	47.8	27.9	45.1	90.6	329	9	7.4
2012_11_03 01:57:47	47.8	27.9	45	90	236.4	12	8.6
2012_11_03 02:03:57	47.8	27.9	45	90	196.2	12	8.2
2012_11_03 02:10:08	47.8	27.9	45	90	207.8	11	9.4
2012_11_03 02:16:18	47.7	27.9	45	90.2	237.4	11	7.8
2012_11_03 02:22:31	47.7	27.9	44.8	89.6	269.4	11	8.2
2012_11_03 02:28:41	47.7	27.9	44.9	90	237.6	11	8.8
2012_11_03 02:34:55	47.7	27.9	44.9	90	269.4	9	6.4
2012_11_03 02:41:05	47.7	27.9	44.9	90	260	11	8
2012_11_03 02:47:17	47.7	27.9	44.8	89.8	360	11	7.4
2012_11_03 02:53:27	47.5	27.9	44.7	89.8	329	11	6.6
2012_11_03 02:59:41	47.7	27.9	44.8	89.6	238.4	13	9.6
2012_11_03 03:05:53	47.7	27.9	44.9	89.8	329.4	11	9.6
2012_11_03 03:12:05	47.8	27.9	44.8	89.4	207.8	11	8
2012_11_03 03:18:16	47.9	27.9	44.8	89.2	236.2	11	7.8
2012_11_03 03:24:27	47.8	27.9	44.5	88.4	189	11	7.2
2012_11_03 03:30:37	47.9	27.9	44.9	89.2	219.6	12	7.4
2012_11_03 03:36:48	47.8	27.9	44.5	88.4	199.8	12	7
2012_11_03 03:42:58	47.9	27.9	44.7	88.8	266.4	12	8.4
2012_11_03 03:49:09	47.8	27.9	44.8	89.2	238.4	12	8.6
2012_11_03 03:55:20	47.8	27.9	44.8	89.4	260	12	8.8
2012_11_03 04:10:05	47.7	27.9	44.6	89.2	16	8	6.6
2012_11_03 04:16:17	47.5	27.9	44.4	89	15	8	3.4
2012_11_03 04:22:27	47.6	27.9	44.5	89	15	8	5
2012_11_03 04:28:37	47.5	27.9	44.5	89.4	15	8	4.2
2012_11_03 04:34:49	47.6	27.9	44.7	89.4	54.2	8	5.4
2012_11_03 04:41:01	47.7	27.9	44.4	88.4	211	8	5.2
2012_11_03 04:47:11	47.8	27.9	44.6	88.6	168.4	8	5.4
2012_11_03 04:57:23	47.9	27.9	44.1	86.8	195.6	8	4.2
2012_11_03 05:03:35	47.9	27.9	44.4	87.6	198.4	8	7
2012_11_03 05:09:46	47.9	27.9	44.6	88.2	197.4	8	5.6
2012_11_03 05:15:57	48	27.9	44.6	88	195	8	6.4
2012_11_03 05:22:07	48.1	27.9	44.8	88.4	194.4	9	6.4
2012_11_03 05:28:20	48.1	27.9	44.8	88.4	196.8	11	9.6
2012_11_03 05:34:32	47.9	27.9	44.8	89	201	9	7.6
2012_11_03 05:40:43	47.9	27.9	44.8	89	206.8	9	5.8
2012_11_03 05:46:55	47.9	27.9	45	89.8	210.4	9	2.4
2012_11_03 05:53:05	47.8	27.9	44.5	88.4	210.2	9	4
2012_11_03 05:59:16	47.8	27.9	44.4	88	210	9	4
2012_11_03 06:05:28	47.7	27.9	44.1	87.4	210.2	5	4.2
2012_11_03 06:11:38	47.7	27.9	44.1	87.4	210.2	5	4.4
2012_11_03 06:17:48	47.7	27.9	44	87	210	5	3.6
2012_11_03 06:24:01	47.7	27.9	44.1	87.2	210	6	3.8
2012_11_03 06:30:12	47.7	27.9	43.8	86.4	211	6	2.8
2012_11_03 06:37:26	47.7	27.9	44	87	211	6	2.8
2012_11_03 06:43:40	47.7	27.9	44.1	87.2	199.4	9	4.2
2012_11_03 06:49:51	47.7	27.9	44	87	201.8	9	3
2012_11_03 06:56:01	47.6	27.9	44.1	87.6	192.8	9	4.8
2012_11_03 07:02:12	47.6	27.9	43.9	87	178	9	6
2012_11_03 07:08:24	47.5	27.9	44	87.6	178	7	5.2
2012_11_03 07:14:34	47.5	27.9	44.3	88.6	178	7	6.2
2012_11_03 07:20:46	47.4	27.9	43.9	87.8	177.8	8	6.2
2012_11_03 07:26:56	47.3	27.9	43.9	88	166.4	11	6.8
2012_11_03 07:33:07	47.3	27.9	43.9	87.8	169	11	6.2
2012_11_03 07:39:17	47.4	27.9	43.9	87.8	171.6	8	6.2
2012_11_03 07:45:28	47.4	27.9	44	88	171.8	8	4.6
2012_11_03 07:51:40	47.3	27.9	43.9	88	172	8	5.2
2012_11_03 07:57:52	47.4	27.9	44	88	172	8	4.6
2012_11_03 08:04:04	47.4	27.9	43.9	87.6	172	8	5
2012_11_03 08:10:14	47.4	27.9	43.9	87.4	172	6	3.2
2012_11_03 08:16:25	47.5	27.9	43.9	87.4	172.2	6	3.4
2012_11_03 08:22:37	47.5	27.9	44	87.6	172.4	6	3.2
2012_11_03 08:28:49	47.6	27.9	44	87.4	172	6	4.2
2012_11_03 08:35:00	47.6	27.9	44	87.4	171.8	7	4.4
2012_11_03 08:41:11	47.6	27.9	44	87.2	172.2	7	3.6
2012_11_03 08:50:22	47.7	27.9	44.3	88.2	172.6	7	5.2
2012_11_03 08:56:33	47.8	27.9	44.5	88.2	93.8	7	3.6
2012_11_03 09:02:43	47.7	27.9	44.5	88.6	41	7	3.4
2012_11_03 09:08:53	47.7	27.9	44.6	89	43.8	5	0.6
2012_11_03 09:15:04	47.7	27.9	44.6	89	43.4	5	0
2012_11_03 09:21:16	47.8	27.9	44.5	88.4	43.6	5	0
2012_11_03 09:27:28	47.9	27.9	44.6	88.6	78.2	5	3
2012_11_03 09:33:53	47.9	27.9	44.8	89	87	5	3.6
2012_11_03 09:40:19	47.8	27.9	44.7	89	87.2	5	2.2
2012_11_03 09:46:44	47.7	27.9	44.6	89	87.2	5	1.6
2012_11_03 09:53:07	47.6	27.9	44.5	89	87	5	0
2012_11_03 09:59:32	47.7	27.9	44.6	89	87.2	5	0
2012_11_03 10:05:56	47.8	27.9	44.7	89	74.4	5	2.8
2012_11_03 10:12:19	47.8	27.9	44.7	89	63	6	3.4
2012_11_03 10:18:42	47.9	27.9	44.9	89.2	69	6	4.8
2012_11_03 10:25:04	47.9	27.9	44.8	89	71	6	3.6
2012_11_03 10:31:27	47.7	27.9	44.6	89	71	6	3.2
2012_11_03 10:37:51	47.5	27.9	44.6	89.4	71.4	5	4.2
2012_11_03 10:44:15	47.4	27.9	44.6	90	82.8	7	4.4
2012_11_03 10:50:26	47.3	27.9	44.7	90.6	82	7	3.6
2012_11_03 10:56:37	47.3	27.9	44.7	90.6	82.2	7	3
2012_11_03 11:02:48	47.3	27.9	44.7	90.6	82.6	7	3.6
2012_11_03 11:08:59	47.4	27.9	44.8	90.8	74.8	6	3.6
2012_11_03 11:15:09	47.5	27.9	44.9	90.6	71.8	6	2.8
2012_11_03 11:24:21	47.6	27.9	44.8	90	72	6	1.2
2012_11_03 11:30:34	47.7	27.9	44.8	89.8	72	6	1.2
2012_11_03 11:36:45	47.7	27.9	44.6	89	72	2	0
2012_11_03 11:42:56	47.7	27.9	44.6	89	72	4	2
2012_11_03 11:49:06	47.9	27.9	45.1	90	71.6	5	3
2012_11_03 11:55:16	48	27.9	45	89.2	72	5	3.4
2012_11_03 12:01:29	47.9	27.9	45.1	90	71.8	5	2.6
2012_11_03 12:07:40	47.7	27.9	45	90.2	72	5	3.4
2012_11_03 12:13:51	47.5	27.9	45	91	72.2	5	3
2012_11_03 12:20:01	47.3	27.9	44.8	91	72	6	2.6
2012_11_03 12:26:12	47.3	27.9	45	91.6	72	6	3.2
2012_11_03 12:35:22	47.3	27.9	45	91.8	72	6	0.4
2012_11_03 12:41:34	47.2	27.9	44.7	91	71.2	3	0
2012_11_03 12:47:44	47.3	27.9	44.9	91.4	71	3	0
2012_11_03 12:53:55	47.4	27.9	44.9	91	71.2	3	0
2012_11_03 13:00:05	47.4	27.9	44.9	91	71	3	0.4
2012_11_03 13:06:19	47.4	27.9	44.9	91	71	3	1.8
2012_11_03 13:12:30	47.4	27.9	45	91.2	59.4	4	2.2
2012_11_03 13:18:41	47.4	27.9	45	91.2	27.8	5	3.2
2012_11_03 13:24:51	47.4	27.9	45	91.4	28	5	2.2
2012_11_03 13:31:03	47.4	27.9	45.2	92	28	5	0.6
2012_11_03 13:37:15	47.5	27.9	45.3	92	29	3	0.4
2012_11_03 13:43:26	47.6	27.9	45.7	93	53.8	4	2.6
2012_11_03 13:49:41	47.6	27.9	45.7	93	60.2	4	0.6
2012_11_03 13:55:51	47.6	27.9	45.7	93	60	4	0.6
2012_11_03 14:02:03	47.5	27.9	45.6	93	60.6	4	0
2012_11_03 14:08:15	47.5	27.9	45.6	93	60.2	2	0.4
2012_11_03 14:14:26	47.5	27.9	45.6	93	60.2	2	0
2012_11_03 14:20:36	47.5	27.9	45.6	93	60.2	2	0
2012_11_03 14:26:47	47.5	27.9	45.6	93	60.2	2	0
2012_11_03 14:33:00	47.6	27.9	45.7	93	60.2	2	0
2012_11_03 14:39:14	47.6	27.9	45.9	93.8	60.2	1	0.2
2012_11_03 14:45:26	47.7	27.9	45.9	93.4	60.4	2	0.2
2012_11_03 14:51:37	47.7	27.9	46.1	94	60	2	0
2012_11_03 14:57:49	47.8	27.9	46.1	93.8	60.2	3	0.8
2012_11_03 15:04:01	47.8	27.9	46.1	93.8	60	3	0
2012_11_03 15:10:12	47.8	27.9	46	93.2	60	2	0.2
2012_11_03 15:16:23	47.7	27.9	45.8	93	60	4	2
2012_11_03 15:22:33	47.7	27.9	46	93.6	60.2	4	1
2012_11_03 15:28:45	47.8	27.9	45.9	93.2	60.4	4	1.4
2012_11_03 15:34:57	47.8	27.9	46.2	94	47.2	5	2.4
2012_11_03 15:41:07	48	27.9	46.4	94	53.2	5	2.4
2012_11_03 15:48:21	48.1	27.9	46.5	94	70.6	6	2.6
2012_11_03 15:54:32	48.2	27.9	46.6	94	81.2	6	2.2
2012_11_03 16:00:45	48.2	27.9	46.6	94	81.2	6	0.8
2012_11_03 16:06:56	48.2	27.9	46.6	94	99.2	5	0.6
2012_11_03 16:13:07	48.3	27.9	46.7	94	111	5	0
2012_11_03 16:23:22	48.4	28	46.8	94	111	5	0.8
2012_11_03 16:29:33	48.1	28	46.5	94	111	6	1.8
2012_11_03 16:35:45	48.1	28	46.6	94.4	111	6	3.4
2012_11_03 16:41:56	48	27.9	46.4	94	111	6	0.2
2012_11_03 16:48:07	48	28	46.5	94.6	111	6	2.6
2012_11_03 16:54:18	48.1	27.9	46.5	94.2	111	6	0.8
2012_11_03 17:10:04	48.1	27.9	46.5	94	111.6	6	2.8
2012_11_03 17:16:14	48.2	27.9	46.6	94	112	6	1.2
2012_11_03 17:22:25	48.4	27.9	46.8	94	111.6	6	2.4
2012_11_03 17:28:36	48.5	27.9	46.9	94	112	6	4
2012_11_03 17:34:48	48.6	27.9	47	94	112	6	5.4
2012_11_03 17:40:58	48.7	27.9	47.1	94	112	7	4.6
2012_11_03 17:47:09	48.8	27.9	47.2	94	167.4	7	5.2
2012_11_03 17:55:21	48.9	28	47.3	94	184	7	5
2012_11_03 18:01:32	49.1	28	47.5	94	193	7	5.6
2012_11_03 18:07:42	49.5	28	47.8	94	196.8	6	5
2012_11_03 18:13:53	49.8	28	47.9	93	128	7	5.4
2012_11_03 18:20:04	50.1	28	48.2	93	26.8	12	8.8
2012_11_03 18:28:20	50.1	28	48.2	93	34.4	12	4.6
2012_11_03 18:34:31	50	28	47.8	92.2	191	5	1.4
2012_11_03 18:40:41	49.9	28	47.7	92	160.6	6	3.4
2012_11_03 18:46:54	50.3	28	48.4	93	48.8	6	5.4
2012_11_03 18:53:06	50.5	28	48.6	93	78	15	5.2
2012_11_03 18:59:16	50.4	28	48.3	92.4	102.2	15	5.2
2012_11_03 19:05:27	50.1	28	47.9	92.2	131.8	9	4.6
2012_11_03 19:11:38	50	28	47.9	92.4	136	9	3.8
2012_11_03 19:17:49	50.2	28	48	92	122.6	9	3.2
2012_11_03 19:24:00	50.2	28	48	92	71.8	9	1.4
2012_11_03 19:30:11	50.3	28	48.1	92	71.4	9	1.2
2012_11_03 19:39:22	50.3	28	48.1	92	71.2	4	0.4
2012_11_03 19:45:32	50.4	28	48.2	92	74.4	5	2
2012_11_03 19:51:47	50.4	28	48.2	92	92	6	2.4
2012_11_03 19:57:58	50.4	28	48.3	92.4	92	6	2.6
2012_11_03 20:04:09	50.4	28	48.4	92.6	92	6	1.2
2012_11_03 20:10:19	50.4	28	48.5	93	146.8	6	4.2
2012_11_03 20:16:30	50.5	28	48.6	93	147	6	2.4
2012_11_03 20:22:43	50.5	28	48.6	93	147	6	3.4
2012_11_03 20:28:53	50.6	28	48.7	93	154	6	4
2012_11_03 20:35:05	50.7	28	48.8	93	180.8	1	0
2012_11_03 20:41:18	50.7	28	48.8	93	181	3	1.6
2012_11_03 20:47:30	50.7	28	48.8	93	181.2	5	2.4
2012_11_03 20:53:41	50.9	28	49	93	101	19	8
2012_11_03 20:59:51	51.5	28	49.2	91.8	94	19	11.8
2012_11_03 21:06:02	51.7	28	49.2	91.2	98	12	9.2
2012_11_03 21:12:12	51.5	28	49.3	92	98	13	9.4
2012_11_03 21:18:23	51.6	28	49.4	92	95.2	13	7.8
2012_11_03 21:24:34	51.8	28	49.4	91.2	100	13	9.4
2012_11_03 21:30:46	51.9	28	49.4	91.2	95.6	13	7.8
2012_11_03 21:36:57	51.8	28	49.4	91.4	98	14	8.6
2012_11_03 21:43:10	52.2	28	49.5	90.6	104.6	14	8.4
2012_11_03 21:53:20	53.1	28	49.6	88	110.4	19	12
2012_11_03 21:59:32	53.4	28	49.5	86.8	103.4	21	11.6
2012_11_03 22:05:44	53.4	28	49.4	86.2	108.4	18	13.2
2012_11_03 22:11:57	54	28	49.3	83.8	111.8	26	16.6
2012_11_03 22:18:07	54.2	28	49.4	83.8	101.8	26	17.4
2012_11_03 22:24:18	54.1	28	49.4	84	106.6	26	14.8
2012_11_03 22:30:30	53.9	28	49.4	84.6	99.6	26	13.2
2012_11_03 22:36:41	53.3	28	49.3	86.2	93.6	22	13
2012_11_03 22:42:51	53.2	28	49.3	86.6	107.6	22	13.6
2012_11_03 22:49:02	53.4	28	49.4	86.2	101.2	23	15.6
2012_11_03 22:55:13	53.8	28	49.3	84.8	106.4	28	17.8
2012_11_03 23:01:26	53.8	28	49.5	85.4	96	28	12
2012_11_03 23:07:37	53.4	28	49.1	85.4	104.6	34	17.2
2012_11_03 23:13:48	54.4	28	49.1	82.4	107	34	17.8
2012_11_03 23:19:58	54.4	28	49.2	82.6	149.2	34	9.2
2012_11_03 23:26:10	54.5	28	49	81.4	110.6	34	13.2
2012_11_03 23:34:21	54.8	28	49.1	81	103.4	34	15.8
2012_11_03 23:40:32	54.8	28	49.1	81	96.8	37	15.4
2012_11_03 23:46:43	54.7	28	49	81.2	94	37	15.8
2012_11_03 23:52:55	54.6	28	48.9	81.2	88.4	37	19.2
2012_11_03 23:59:05	54.4	28	49	81.8	97.2	37	16
2012_11_04 00:05:18	54.4	28	49	82	97	33	14.8
2012_11_04 00:11:34	54.2	28	49.1	82.8	105	33	17.6
2012_11_04 00:17:44	54.1	28	49.1	83	109.8	33	24
2012_11_04 00:23:55	54.3	28	48.9	81.8	116.4	37	27.6
2012_11_04 00:30:05	54.6	28	48.8	80.8	124.6	37	23.6
2012_11_04 00:36:17	54.7	28	48.7	80.2	124	37	19.8
2012_11_04 00:42:28	55	28	48.8	79.4	122.8	37	22.8
2012_11_04 00:48:39	55.2	28	48.7	78.6	119.4	42	24
2012_11_04 00:54:50	55.3	28	48.4	77.4	125	42	20.6
2012_11_04 01:01:01	55.4	28	48.5	77.4	115	42	23.4
2012_11_04 01:02:53	55.4	28	48.1	76.2	115.6	43	16
2012_11_04 01:07:11	55.3	28	48.5	77.8	118.2	39	26.4
2012_11_04 01:09:06	55.3	28	48.2	77	107.6	43	13.2
2012_11_04 01:13:22	55.4	28	48.4	77.4	114.4	39	23.6
2012_11_04 01:15:17	55.2	28	48.1	77	132.4	43	9.6
2012_11_04 01:19:32	55.4	28	48.3	77	113.8	43	21.2
2012_11_04 01:21:30	55	28	48.2	77.6	157.8	43	12
2012_11_04 01:25:43	55.4	28	48.3	77	159.4	43	17.6
2012_11_04 01:27:41	55	28	48.1	77.4	105.4	43	5.8
2012_11_04 01:31:54	55.4	28	48.2	76.6	110.8	43	13.8
2012_11_04 01:33:52	55	28	48.2	77.8	89.2	43	10
2012_11_04 01:38:06	55.4	28	48.2	76.6	118.8	39	21.4
2012_11_04 01:40:04	55	28	48.3	77.8	94.4	43	11.8
2012_11_04 01:44:19	55.5	28	48.3	76.4	126.8	43	19.2
2012_11_04 01:46:15	55	28	48.3	78	92.6	43	14.4
2012_11_04 01:50:33	55.6	28	48.1	75.8	108.6	43	14
2012_11_04 01:52:30	54.9	28	48.2	77.8	207	43	10.4
2012_11_04 01:56:43	55.5	28	48.1	76	109	43	17.8
2012_11_04 01:58:40	54.9	28	48.2	78	107.6	43	14.6
2012_11_04 02:04:51	54.9	28	48.3	78.2	111.8	31	16.6
2012_11_04 02:11:02	54.3	28	48.8	81.6	100.2	31	13.8
2012_11_04 02:17:13	54	28	48.3	81	103.2	31	13.8
2012_11_04 02:23:23	54.6	28	48.2	78.8	110.8	31	12.4
2012_11_04 02:29:34	54.8	28	48.1	78	172	31	12.4
2012_11_04 02:35:44	54.9	28	48.3	78.4	160.4	28	14.4
2012_11_04 02:41:55	54.9	28	48.1	77.6	117.4	30	11.6
2012_11_04 02:48:05	55	28	47.9	77	121.4	30	11.8
2012_11_04 02:54:18	54.7	28	48.6	79.8	101.6	30	9.4
2012_11_04 03:00:29	54.1	28.1	48.3	80.4	146	30	7
2012_11_04 03:06:41	54.3	28.1	47.9	79	109.4	21	11.4
2012_11_04 03:12:53	54.7	28.1	48	78.2	100.4	23	11
2012_11_04 03:19:04	54.7	28.1	48	78	107.8	23	13.6
2012_11_04 03:25:18	54.6	28.1	48	78.4	102.8	25	10.4
2012_11_04 03:31:31	54.6	28.1	47.7	77.6	108	28	14.2
2012_11_04 03:37:41	54.7	28.1	47.6	77	111.8	28	15
2012_11_04 03:43:52	54.1	28.1	48.8	82	81.8	28	10.2
2012_11_04 03:50:03	53	28.1	48.6	85	90.6	28	10
2012_11_04 03:56:13	52.8	28.1	48.9	86.4	85	28	6.2
2012_11_04 04:10:03	52	28.1	49.2	89.8	79.4	6	3.2
2012_11_04 04:16:14	52	28.1	49.5	91	79.8	6	4.2
